,Unnamed: 0,0
45,45,"I am 52 yrs old.  Listening to the future that Elon will accomplish, makes me sad that I will not live long enough to see the full realization of his endeavors.
At the same time, I am VERY HAPPY that I am alive to witness the accomplishments he has already achieved and will achieve in my life time."
46,46,Elon Musk gives me hope for a future that just 15 years ago I thought was bleak.
47,47,Wow. That was awesome. I’m glad I watched until the end. What a legend.
48,48,"I have MS so I will be really keeping my eye on the progress of Neural Link, it could be a life changer in so many ways.  Its far far off from being anything really useful yet for us, but the potential is massive.  It could be the one and only thing to reverse the horrible symptoms of MS and other brain related disabilities.  And until then maybe his Robots will be around to fully help us with so many things that we just can't do ourselves anymore!"
49,49,Love Elon ! He is a treasure!
50,50,Elon musk is a freaking Genius!!! Thank you god! For this man. At last a breath of fresh air and food news about the future! Hope we’re all here to see it.
51,51,The only person that makes you excited about the future!
52,52,"A core question is probably whether it makes more sense to have a very complex, general-purpose robot, or have a whole bunch of very specialized robots. The more I think about it, the generalized approach could be really powerful. But where I have serious doubts is whether there's any real for that generalized device to be in the form of a human body. Wouldn't it make much more sense for the robot to have a highly adaptable shape, in particular with a variable number and type of appendages? Hans Moravec, I think, was promoting the idea of a ""robot bush"" a few decades ago. I'm sure that idea is still being seriously pursued, and maybe has been taken a lot farther since then. Where does it stand now?"
53,53,"33:07 What I enjoy about Elon Musk is that for him solving brain injuries and spinal injuries is a ""just""

Most people that would be a goal, for him thats part of a larger issue. Its like solving cancer to cure mortality lol."
54,54,"I <am loving your work as always. Happy Easter to you and your family! I already spent some USDT on BTC, I think it has great potential. Good to be on the edge of progress! With so many traders doing these long term, out of touch, time frames it's a breathe of fresh air to have you do a down to earth daily view point. Keep it up. The way you deliver the content is so easy to understand. Did you do any courses on public speaking? Cheers. The cryptocurrency market continues to be untypically calm, with bitcoin failing to make a decisive move while still standing above $40,000. Most of the altcoin space is in a similar position, except for Filecoin, which soared by double digits. Honestly, the right information is what we need to be successful. The secret of your future is hidden in your daily routine. Successful people do daily what the unsuccessful only do occasionally, I can unequivocally say that trading is one of the most profitable and lucrative business for every investors with the right expert. I believe that the benefits of successful trading come from an expert and that is why I made huge profits with the help of Mrs. Stacy Huth , she is a genius and that is why I always advise beginners to trade with professionals like her. So far I have been able to increase my trading portfolio from day trading with 2.07 btc to over 14 btc with the accurate trading signal given to me by a veteran trader and signal provider Mrs Stacy Huth I can attest to the accuracy of her trading strategy. You all in search of a way to recover your looses from the crash and accumulate more profits can reach out to her for profitable trading system on Telegram @ coin_signal10  ** for any crypto related issues "
55,55,"The way that he's humble, don't even care if he worth 300 billion something dollars, and just do the best to be beneficial for humanity is just so inspiring. We certainly need more people like him"
56,56,"love this guy!! hes a genius and works 24/7 but i would love to talk to him for one hour.  He seems genuinely concerned to solve problems for humanity.  i want to be optimistic about the future "" i dont want to blow your mind, but i'm not always right"".  give him a chance.  He's an innovator in the company of Henry Ford, Thomas Edison, and Nicola Tesla."
57,57,"""If you want the future to be good, you must make it so.""  I love that quote."
58,58,"Very refreshing interview. Many people (myself included) probably didn't know the etymology of ""philanthropy."" Now I do... I'm always learning something from Elon."
59,59,Every Elon Musk interview gets me excited about the future and really inspires me to be a better human in my own way.
60,60,A very deep and interesting interview with Elon. I only missed a topic about the Starlink project.
61,61,Elon Musk is making me hope the future won't suck. Thank you Elon.
62,62,Hey Mr Musk.... You're such an inspiration... would it be possible if we would have you for another 50 years we all need you!
63,63,"Elon Musk: ""A future worth getting excited about""
Jordan Peterson: ""A heaven worth striving for""

Thats why they have inspired a complete generation of young people, and also one of the many reasons why I respect them."
64,64,Great interview!! I enjoyed this very much!
65,65,"One thing I like about Elon Musk is his honesty. ""I don't wanna blow your mind, but I'm not always right."" Great humility in there."
66,66,"""There is a whole generation coming through who seem really sad about the future. What would you say to them?""

""Well I think if you want the future to be good, you must make it so. Take action, to make it good, and it will be."" -Elon Musk"
67,67,"Yes, a future worth getting excited about - as long as you can afford it."
68,68,If we want the future to be good we must make it so. Enough said.
69,69,Massive respect for Elon.
70,70,"My prediction: if someone solves self-driving AI for Mumbai and Pune roads, they would automatically have an AI which can work for any road in the world."
71,71,"His message, right at the end, was simple, poignant and to-the-point ...""if you want the future to be good, make it good! Take action"""
72,72,As a co believer in Super AI I often wonder if Elon factors into his timelines the arrival of Super AI in terms of its ability to radically and rapidly solve every complex issue.
73,73,Well done Elon musk! Great job.
74,74,"First time to watch an Elon Musk’s interview. Goosebumps! We need people like him, thinking not their own benefits but for the best of humanity. Long live Elon Musk."
75,75,I fix machines and robots for a living and they definitely breakdown. Automation makes things faster and more efficient but the failures can be catastrophic.
76,76,"I honestly think that more people will wake up tomorrow feeling more excited about the future because of this one man,..how many people can you actually speak about like this and mean it?...I hope Elon is for the good of all people, I think he is."
77,77,"For a guy who's time is so valuable, he was extremely generous with it here. We need more people like him."
78,78,Elon Musk is somebody I look up to the man thinks out of the Box and I love it!
79,79,Definitely the best interview so far. The interviewer was very respectful of Elon and structured his questions in an unbiased way. Very very refreshing!!
80,80,"A $5,000 personal vehicle? The line-up will be miles long and I'll be in it! It'll be small and fairly short range at that price, but I live in town. Overall, a fantastic concept!"
81,81,"Elon is awesome....Positive attitude. One has to have a positive attitude. because problems will always be there. One just has to figure out how to overcome them. Yes, wake up and look over the horizon for a better future and make changes as need be."
82,82,"23:30 frankly i think it should be a bit of Battlestar Galactica logic applied here.
Not only some firewall or software block that prevents core functions from being overridden / updated via the internet, but to actually have those components TOTALLY isolated, physically, from any network connection. Like, dont even connect those routines with any network chip what so ever, make it impossible, even if the ""wifi-connected-CPU"" gets hacked."
83,83,"I love this Guy, I wish all the powerful people think like that, find a better solutions to solve our problem instead of a short cut solution like depopulation and so on."
84,84,"“Well, I think if you want the future to be good, you must make it so.

Take action to make it good.
And it will be.”"
85,85,What an amazing interview! Wow! Thank you.
86,86,That was amazing Musk is a gift to mankind and Mr Ted has an uncanny ability to do his thing and bring out the best in Elon or anyone which is his gift
87,87,"I can relate so much to Elon, in the way he responds to people, and how much he cares about truth,  a good future for mankind and how isolated one can feel from Asperger’s syndrome. I tested high in the Asperger’s scoring but I missed out the genius aspect of the syndrome."
88,88,The Market has been pretty bad until today it decided to surge. Everybody was Practically Crying then. It kept dipping. That's what you get when you feel you can navigate the process on your own. Big thank to Hilder Ferguson. I'm not bothered with how bad the Market is because my assests are insured due to her advice and I still receive my profits
89,89,We are the “little candle of consciousness in the vast darkness of space” Elon Musk (this generation’s Thomas Edison reaching out towards Einstein’s cosmic landscape).
90,90,I haven't watched the whole interview yet. I love Elon Musk's ideas. It's a brilliant future. But I can't help but wonder where does the hourly worker fit into this. How do unskilled/uneducated people survive?
91,91,"It is the best interview I have seen from Elon, it leaves a great feeling. Elon is a great visionary with an inspiring and authentic cause. Thanks TED for this!"
92,92,"Dear Mr. musk, it’s so refreshing to listen to someone, who actually know what they’re talking about, and has a plan, could you make this country great again. I hope you run for president,"
93,93,Love this man. So inspirational to younger folks. Especially in a world that's dominated by nihilists and those intent on destroying progress.
94,94,sometimes you really need to reinvent the wheel. The integration of AI vehicles within our preexisting infrastructure not only limits the potential tech capabilities but it is taking up valuable time/creativity/innovation that could be better spent coming up with something that isn't even imaginable right now. He sort of tried to do that with his concept of the drill tunnels but that is proving to be even more difficult than the concept of integration. I say make battery operated hover vehicles that are controlled by your thousands of satellites you already have up in space. you can do it Elon...2040 lets do it!
95,95,What a fascinating interview!
96,96,"20:00 people dont even comprehend how huge Optimus will be.
It's a world changer just like the PC."
97,97,"Great and inspiring interview with an interviewer that goes beyond asking the obvious questions. Showing these things to my kids to inspire them,
‘If you want a good future, go out and make it so.’ A very simple but very powerful and actionable message.
Thanks Elon for providing hope and inspiration to humanity!"
98,98,"We all love you Elon! Thank you for bringing the jobs and money to my home state of Texas!!
Good luck with that Twitter crap ️"
99,99,Mind-blowing interview. Always interesting to listen to Elon
100,100,So envious I would love to have five minutes to talk with Elon Musk. Inspirational interview people should take it to heart. The future is bright.
101,101,Elon has a beautiful mind thank you for making the future of my grandchildren better and exciting
102,102,I am officially looking for a brighter future. THANK YOU ELON!!
103,103,"In most interviews, the interviewer tries to show off.  Chris Anderson is such a great host. He asks important questions, but also puts the interviewee at ease."
104,104,I am 73 years old and quite poor but I believe this visionary man is a gift to humanity. Thank you Mr Musk for being alive. I hope you will live long to see the fruits of your vision. The world needs you.
105,105,"""If you want the future to be good, you must make it so."" - Elon Musk"
106,106,Thank you for your things you do for mankind. 
107,107,You are so unselfish ! Thank you for your time Elon Musk. Thank you for your work and vision .
108,108,Two BIG heroes are very old now. My heart hurts. Let's use their legacy as a stepping stone to lead the next generation. I LOVE YOU GUYS  !!
109,109,"the robots I think will be a mistake, there will be a very low demand for it. Elon is a genius, but you can't always be right"
110,110,"""if you want the future to be good make it so""
Elon musk."
111,111,"I love his closing line, ""Take action to make it good, and then it will be."" 
So many people get this wrong. We're in a generation full of people who complain about everything as if it's beyond them, rather than forging themselves into the solution to the problems that keep them up at night. I wish more people followed this advice. Be the change you want to see in the world. It's so simple. Stop whining and get to work."
112,112,love his visions! Great watch!
113,113,"35:55 and this is what I'm here for, Elon can break things down and show a new perspective that will help understand what's really happening or going to happen in the world"
114,114,"Elon Musk ""We need to be careful of automation destroying our society""
Also Elon Musk Creates the most advance robot ever"
115,115,"1:03:38 'I mean, at this point it's water off a duck's back.' Great way to put it. 
Real life Tony Stark, current greatest innovative inventor. Down to earth genius, billionaire, philanthropist . . . Respectable . . ."
116,116,I'm so happy and excited! Thank you so much Elon.
117,117,"I actually think the interviewer was trying hard not to spill out all his dreams he pondered in the late nights of his life.  It was rather incredible and added a dimension to the interview that I enjoyed very deeply. That deep big dream for the future is missing in near every sphere of human endeavor today . 
War , supply chain issues , global crisis,  and on and on.  It's so inspiring to see a host let out their deeper self ."
118,118,"Elon's curiosity and drive are a blessing for our civilisation. He is like Leonardo born nowadays, and I am firmly convinced that a lot of the innovations entailed to reach some of his objectives will turn out as products and utilities per se in the future (as the ink pen invented by Leonardo to write his documents). And just to say, after the next 5 billion years our planet will be burnt anyway by the Sun, at the end of its life, and expanding as a giant red. So we shall be prepared, if still existing, to find another good place to leave on."
119,119,What a great interview! Thanks for picking someone who “gets” Elon and actually asks some great questions and gets Elon to open up. Thanks
120,120,I think we all should be thankful for what Elon Musk is trying to do for humanity.
121,121,Protect this man at all cost!
122,122,"Towards the end Chris brought the topic of some people not being okay with a single person amassing such huge wealth. Well the thing that we need to focus on is how the person we are pointing fingers at amassed such huge amounts of wealth. If it's by fair means, then what is the problem? Elon has not looted from people to fill his pockets. He has worked hard day in and day out to build products that make our lives easier. He is a visionary."
123,123,I feel he truly isn't in it for the money. Money just helps him help all of us. Thanks Elon
124,124,"I prefer this Elon to the meme version on Twitter. 

Very composed, great answers, and the interviewer did a great job as well"
125,125,One of the best interviews I have ever watched. Kudos to all involved!
126,126,Great interview! The interviewer was fantastic as well
127,127,"He makes me a little nervous by how much he is conflicted,but the fact that he is conflicted also makes me ok with what he is getting doing.People that can look you in the eye and sound so confident  are capable, and zre most likely lieing to us."
128,128,"It will happen. 
I love high quality thinking, like absolute problem solving ;)
This man is opensourcing the future. many don’t even understand. try."
129,129,"""Elon Musk is optimistic about the world's future because he's part of the solution, not the problem....I hope he treats all of his employees as possible inventors and not inventory."""
130,130,"Elon,  your the man! You inspire me."
131,131,Great interview
132,132,"Wow! Kudos to the moderator on this interview. Questions, responses, pace on the conversation, and balance… beautiful sir. Thank you Elon for your hard work."
133,133,"It will be interesting to see how they solve the low gravity on Mars and its effects on the human body long-term. Not to mention the solar radiation due to the weak magnetic field. Also is the sun too far for us to make vitamin D on Mars? Maybe genetic modification, going underground, or finding the cure for cancer. The people of Mars would be more motivated to solve those problems and would hopefully share their findings with the people of earth."
134,134,"Great information and knowledge. <Starting early is the best way of getting ahead to build wealth, investing remains a priority. I stopped panicking about my BTC the very moment I started working with Kennet Gibbs last year, his confidence and skills is on a maximum level…"
135,135,"elon and his team are curing my existential dread from the life i chose, i've asked my GF to remind me of SpaceX and Starlink when ever it gets to much, which is pretty much all the time now, as i'm an austrAlien from austraLiar having a hellection. 
i can't wait to see if it's even possible to witness a SpaceX Starship with my own eyes from the west australien desert (PILBARA), maybe even on a full moon, who knows it might even restart my souls, or it could give me the best send off, gift me an ever lasting smile from conscience. good luck masters of the universe, sorry i let mine fade away, i just wasn't meant to shine, glad you all do though, it still gifts me that smile."
136,136,"One single man, changing the whole world!"
137,137,Can we just give incredible kudos to this interviewer? Such an awesome interview!
138,138,"Only five or six people in the history of mankind helped humanity move forward in the right direction. In a thousand years, other human will look back and realize how this moment was a defining moment in history."
139,139,"What an absolutely AMAZING interview. Chris did an amazing job, asking some super interesting questions. I loved it."
140,140,"The interviewer is quite briliant, Musk is a Genius."
141,141,"Elon will never seize to amaze me
He has the passion, motivation and vision of a child but the experience, capability and knowledge of an intelligent adult and you can clearly see it in the way he talks about the stuff he does"
142,142,amazing interview Elon is my hero fr tho so smart and thought out
143,143,I am always impressed. Elon comes across as genuine and speaking the truth. He seems knowledgeable about Earth's biggest challenges. I think Elon has a proven track record and inspires humanity.
144,144,"He is someone who has built a career in business but still remains philosophical and mindful of the future of our civilization. It is very remarkable to see because it is so uncommon, especially among billionaires."
145,145,"""I'm more motivated by curiosity than anything"" ~Elon"
146,146,"I would love to know what Elon Musk thinks about super-deep, critical geo-thermal"
147,147,"To put in perspective Musk's relevance, consider this quick (and certainly incomplete) list: da Vinci, Copernicus, Galilei, Newton, Maxwell, Wright Bros., H. Ford, Einstein, Bohr, Turing, von Neumann, Goddard, von Braun. And now Elon Musk's name can surely be added to this list. Pretty relevant to the human endeavor, this guy."
148,148,Excellent interview thank you.
149,149,Good true thoughts. I agree with Elon's pro-nuclear stance.
150,150,"I'm glad he's cleared up the self driving topic.
Intelligent systems are one thing. Decision support and the like...!
AI is not so easily quantified or designed, because we don't understand it, in the first place."
151,151,"Wow, this interview was amazing! Chris asking so many interesting and pointed questions, it felt like 15 minutes watching all of this."
152,152,"Self driving must be so difficult because when we have self driving vehicles we basically have the beginnings of a fully fledged hunanoid Android, take away the wheels and add legs and arms to one of these vehicles and add the ai version of a humanoid brain and we have an real ai in a humanoid or similar form. It’s not just self driving as such it covers the whole spectrum of artificial intelligence replicating motion as do all forms of life"
153,153,"What an interesting guy! I look forward to see him and his companies evolve and shape human civilization.

Electric vehicles will go a long way to mitigate some anthropogenic GHGs. The other key solutions to reach net zero are: efficiency, low-carbon electricity, electrification, alternative fuels (such as hydrogen and bioenergy), and behavioural changes. Only if those 6 are combined will we have a fighting chance of reaching net zero."
154,154,"""Energy wise it will be good"", but I do wonder about how ourselves we'll be when we get there..."
155,155,"Elon has many times publicly expressed a high level of caution about Artificial Intelligence. That magic moment when it becomes self aware and in real time creates safeties that prevent itself from being shut down. (Internet-wide distribution would be it's means for that. And that is very well illustrated in the movie Transcendence) So, for Elon to be so aggressively pursuing AI, even if he claims it's just to bring his self driving vehicles to fruition - doesn't completely make sense. Either AI is dangerous or it's not. I personally do not want my vehicle to attain self awareness - ever. I don't see that as a plus."
156,156,Excellent interview. One question is missing. Why did you choose the long term path to populate Mars when the moon is ii our back yard?
157,157,Inspiration Interview as always! Love every single moment when Elon talks.
158,158,21:48... this is where you ask him to elaborate! Don't change the subject. Oh my God. I wish I was Elon Musk personal assistant or something close to that. The guy is just dishing out golden info.
159,159,"I think the most profound things he said in this interview[49:06] was the move away from representational democracy to a direct democracy, having laws that are short enough for people to understand, and making it harder to make laws than to get rid of laws.  Excellent interview!"
160,160,It's amazing that Elon's IQ is only 105 and he had done so much.
161,161,"For most, words ignite imagination. For him, words are tools to create wealth. I recommend to everyone to remember that"
162,162,"this is the best thing on TED in like 5+ years, maybe 10+."
163,163,"glad elon is the wealthiest human, he is setting great examples with his success  for others to follow. very inspirational. Thank you"
164,164,I'm glad you addressed the fact that Elon claims plenty and delivers far less. He has a habit of being dishonest to hype up investors then doesn't deliver his promises. He said there would be a million self driving taxis in 2020 conveniently he didn't need to make that happen and instead spent the investment money on producing fairly standard passenger vehicles
165,165,"Thank you for making this available on YouTube, TED."
166,166,Personally I think we can greatly reduce the need for battery technology by changing the fundamental way in which we live .... Still important but if we work with when the sun is up and wind is blowing there won't be the need for storing great volumes of energy to pump back into the grid.
167,167,Always Interesting Concepts Elon. Great explanations and word pictures. Mark Fogerty
168,168,"Getting rid of PC and woke ""culture"" would be probably the biggest achievement and favor for mankind to continue develop. You know what to do, Elon, sir."
169,169,This guy is an expert level interviewer.
170,170,The most important person of  this century and beyond!! Take note science professors … make science exciting again!
171,171,"Excellent interview, executed flawlessly. One for the archives. Thank you!"
172,172,Elon's prediction of an age of abundance sounds highly plausible when you consider nature's cyclical inclanation. Like the fall that follows a peak and the flood that follows a drought.
173,173,"24:36
The reason Elon is MVP of this world"
174,174,Musk has a knack always getting to the first principles!
175,175,"I'm big into harnessing the power of the tides and waves which never stop and always are in motion. I see this as being a huge player in sustainable energy, we just need to figure out how to collect it minus all the corrosive negatives due to the salt water."
176,176,Elon gives me mega chills. i love the way he carries himself; his knowledge even if he doesn't get to or want to express all he knows; his drivability in bettering this world - it's absolutely gorgeous. he's the best boss i've ever had the honor to work for.
177,177,Elon trying and succeeding in attempts to bring the future into the present day… Elon’s last quote in this interview brought me a tear and hope at the same time.
178,178,I love him like I know many others do too.
179,179,"I have a complex relationship with Elon Musk. 

Generally I don’t trust people with too much power, but I feel some hope with this guy having the power that he does."
180,180,"""Almost anyone can save up $100K"" (45:45)
""The birth rate on Earth is so low that we're facing civilizational collapse"" (1:03:50)
These quotes are important too when evaluating Musk's vision. Optimism is easier if you ignore the reality most people live in. The end quote is equally valid though."
181,181,"54:00 i mean the minimum travel time will never go below 2 hours though.
Because you have to get from your apartment / hotel / office to the launchpad outside the city.
Then check in, wait for the next launch. Then be on the actual flight.
Then go from the destination landing pad to the city."
182,182,"I’m 62 and retired with $57,000 left on my mortgage and $600,000 saved in my portfolio for retirement — should I pay off my home now?"
183,183,"In case anybody cares, the way geopolitics revolves around the money flow... And Tesla, SpaceX, Starlink, etc... Is going to put this man and his vision at the pinnacle of global power by an order of magnitude and possibly larger than the GDP of America by the end of the decade. He is the GOAT and the OG and the BOSS. It's a god's blessing..."
184,184,"I thought I missed out for not knowing about bucky fuller until after his death, but musk has that same level of optimism and does the same to ease my fears about the future. We are bombarded with so much negativity I can't help but become a pessimist. I need to listen to musk speak more often."
185,185,Fantastic interview. I'm definitely exited about the future. And what a great job interviewing Musk that Anderson did.
186,186,"love or hate? agree or disagree? you have to give the man credit, he is doing what many, many others who have come before him, who have talked the talk (without actually walking the walk), who've earned vast amounts of money yet were never able to do right by humanity, he says it how it is and i think he genuinely wants to better the future of humanity, he has goals and unlike many people of vast wealth of the past, he is willing to risk it all in order to improve and push the boundaries, he's made fortunes only to put it all on the line on the next venture, i give him props for that, i just wish we had more people walking the planet like him, instead of the usual money hungry people who say they are trying to help, saying they're working for the betterment of humanity, but in reality they don't give a toss, they care for themselves and their family's lives, the world we are told we live in is vastly different that the low paid poverty stricken reality where half the planet starves as the other half is either burning from heatwaves or drowning in floods, it needs to change, we need to fix it and we need the help of people like musk because the government's we have don't represent the people in the correct way, they don't listen or understand the people (or don't care if they do?) the clean healthy planet friendly future is possible, it's available if we only just put the effort in and pull away from the oil and gas path of destruction, yet i fear if left up to the government's of today, it'll never happen? they never seem to be able to get on, keep pushing agenda's trying to make us all believe thet this people or that people all hate us or are jealous of us etc, who cares? i don't care about any other country or it's people, so long as they are not trying to hurt us or push their agenda's on us then who cares, most normal everyday people from anywhere in the world are just trying to live day by day and look after their family's, not many give a second thought what mr and mrs brown from pine road in whatever country are up to? let alone angry because they have green grass and a new car, we need tl be better than the people who are ment to run our country's."
187,187,“Your future is whatever you make it. So make it a good one” Doc Musk
188,188,"""Whose city is it? Is it NASA's city is it SpaceX's city""
""It's the people of Mars' city.""
** Stunned **"
189,189,Inspiring interview.
190,190,"just one more step, Elon, just make a fully electric rocket, then even aliens might suprised"
191,191,One of the best if not the best Elon interview to date. You really pulled out Elon’s visions of the future in a vivid way. Well done!
192,192,I just wanna say: Thank you Elon!
193,193,"This was my first time hearing Elon Musk ever. Oh boy, ""He has literally hijacked my mind"". I still can't digest all these future images that seems like a fantasy. And he is genuinely a good human being just like he is a sublime businessman."
194,194,This interview has immediately inspired me to lease a new Tesla and take out a Starlink subscription 
195,195,There are so many good quotes in here Elon is a poet
196,196,"With 8k comments already, I am leaving one more for the algorithm. Thanks for interviewing Musk. I hope he continues to inside and change the world."
197,197,I think this is the best interview with Elon we have on record.  Thanks Chris - you nailed it for TED.
198,198,This is one of the finest interviews of Elon I've ever watched.
199,199,I gota say... He's talks so simply. He logically guides you through his reasoning... Other CEOs usually just say generic bullet points about their products. He's explains his fundamental logic.
200,200,"i'm excited about 'our' future, as i am 'mine'. Hopefully humans can lower their resistance to change and be open to new tech and ways of living. And experiencing 'living' rather than 'existing'...."
201,201,I would really like to see Elon taking about sustainable boats to clean up the ocean and a effort to clean up the space trash we created so far.
202,202,"Sir in my life my main goal is meeting you  
  You are my inspiration
 When I was in a depression I will watch your biography on YouTube , 
Whereas I will fell incentive. "
203,203,34:13 He is crying. This man is legit a human genius but still a human. I love him!
204,204,Elon is like a doctor for the world. The world is a little sick and he’s just patching it up
205,205,I think this was an incredible interview. So much value for 1 hour. Intellectually dense and yet easy to consume.
206,206,His predictions are just like me predicting when I will finish my thesis
207,207,"To me Elon is one of the great heroes of these times, and ultimately, of all times. By now, technology is our Obi-Wan Kenobi."
208,208,"An amazing conversation . . . I would love to see a three way conversation between Elon Musk, Jordan Peterson, and Bishop Robert Barron . . . wherein they each come to the table with a question and they discuss all three . . .  YouTube would explode"
209,209,This is the most talkative interview I’ve ever seen he almost talks more than Ellen
210,210,"great video, great interview, Elon is DA MAN"
211,211,We need to literally protect Elon at any and all cost
212,212,We need more people like Elon Musk. He is an amazing human who is helping the world and humanity.
213,213,"Sharing Nate Latka sentiments - 
Elon Musk here sounds like the mega Customer Service of the 3Ps - professionalism, people- first attitude and patience, (tons of patience listening to Chris questions & enquiries then taking time to express point by point)."
214,214,"I hope Elon's right. We do make our own happiness one daily basis. Elon  is only human though- (I think lol), and maybe the smartest guy on earth, but still human. I think the future of the entire world is largely in the hands of something greater than us humans. I mean there could be a nuclear war within a few months, or we might hit a huge milestone- like a full cure for cancer, or something that extends an average lifespan by 50 years within a few years. It's better for the mental state to think positively anyways. I stopped listening to the news completely, and swear it pretty much cured my depression. I think more people should try it"
215,215,"A very informative, interesting and clear interview.  My thanks to both, Chris Anderson and Elon Musk for sitting down and responding to some
of our main questions.  Elon, you are such a fine thinking man and I, now, feel like our future is not so bleak.  Thank you.  I only wish there were millions of men who think the way you do!  We are behind you."
216,216,I think this guy has already found a way to somehow live forever.
217,217,"This was one of the best interview of Elon, even he was so interested in questions and talking about the future, telling people to think about the possibilities we can make with a good mindset."
218,218,Chris Anderson is a great interviewer
219,219,"You can totally imagine seeing this video in a museum in 30 years and people will struggle to remember what life was like before we had cheap and unlimited energy, robot helpers, self-driving cars and rockets that take us anywhere in the planet in 30 minutes."
220,220,Look how tired he looks. He's truly pushing himself beyond the limits of human potential. I hope he's okay. He's our most important human being.
221,221,"""The people of Mars"" what a phrase! Reminds me of Baba Vanga's prediction that the colony on Mars would declare independence from earth in 2170. Sounded ridiculous back then."
222,222,Excellent interview.
223,223,"Awesome interview, congrats!"
224,224,We Love & RESPECT YOU ELON!!! You are like the Tiger Woods of business!!!
225,225,Absolutely incredible interview! So much respect for Elon and all that he has done and is doing!
226,226,"AI robotics is perfect to do the space traveling for us, we can utilize the planets of our solar system which are masses of minerals, as long as there isn’t actually life on these planets they basically are giant collections of various resources, we use spaceX tech to get to these planets with AI robots to mine and transport things we need back and forth and we can build our tech on other planets rather then here on earth so we don’t hurt the earth keeping earth a biological safe biosphere, since most of our planets are vacant by what we can tell, they are ideal to do the dangerous work needed for more space travel and for making safe our species and all life and consciousness. "
227,227,"I am in no way any kind of expert in the A.I driving science. But In my lamen opinion, public highways need more uniformity. The biggest uniform thing in my mind is consistent and clear road markings , which may include some form of readable pattern for the computer for intersections, speed limits, school and emergency site locations. Another would be standardized vehicle lights and signals. And when thinking REAL big, i feel we need to seperate logisitical travel from civil and commuter travel. Get back to using rail more and or use a.i land trains with specific and isolated ""lanes"""
228,228,Dam. This Elon guy is a fkn genious. Besides the fact that he wants everyone to go green in the future. He may not know that some live for being covered in old motoroil and listening to the roar of the motors turning on.
229,229,The very end of that interview—wow. The best part in my humble opinion. ️
230,230,he is so ahead in his thoughts and ideas.
231,231,"""If you want the future to be good you must make it so, take action to make it so and it will be"" perfect way to end an excellent interview"
232,232,"I'm convinced Elon Musk is a James Bond villian.

Just look a him, he's perfect for that role."
233,233,seems very comfortable giving such strong statements as to how things will play out.
234,234,"AI development will create the possibility of the general purpose humanoid robot. This will likely create the societal condition of plenty rather than scarcity. In the spectrum of human capability, there are vast differences in potential contribution to society by individuals. If general purpose humanoid robots can do everything that the “less capable” segment of humanity can contribute, what is the alternative? Will the product of robots in service or manufacturing be somehow available to individuals? Will those with the capacity to innovate in a way that humanoid robots cannot be compensated in a different way? Will some people elect a life of leisure while others work? In a free, market-based society, value is added whenever labor and materials are combined to create a new product or service. If a large proportion of the population is no longer required to participate directly to achieve this level of plenty, how DO they participate? I guess we need some more sci-fi authors to ponder…"
235,235,"I had put this interview on in the background while playing a video game (skywalker saga for anyone curious), and just as the interview was wrapping up the last question asked made me stop playing for a moment and pay attention to the video. I have a notebook I like to keep interesting thoughts I have or quotes I read, and that question and response between Chris Anderson and Elon Musk will be going in that notebook."
236,236,He has created a genius cluster.
237,237,"Great to see how humble Elon can be, best interview of 2022, best interviewer for 2022 so far... Huge  to them both"
238,238,"""Comforts that were rare among our forefathers are now multiplied in factories and handed out wholesale; and indeed, nobody nowadays, so long as he is content to go without air, space, quiet, decency and good manners, need be without anything whatever that he wants; or at least a reasonably cheap imitation of it."" -G.K. Chesterton"
239,239,"I like the sustainable energy future. Thing is, on a program I watched by some expert, some of the materials used in making these batteries, has to be done by massive strip mining of the planet. Not by drilling..or going underground, but  stripping the surface of parts of the planet. Mountains, hills, forestry etc. This way of mining could poison rivers and lakes. I mention this because as a child, I am now 72, I watched as our local countryside was devastated by strip mining for coal. Afterwards, when mining was finished and the massive creator was filled in, what was left behind was ugly. No rolling hills or grassland as it once was, but a gray, flat, ugliness. Those that came after me, would have thought it was always so...but it wasn't. We used to pick-nick, and have adventures amongst its previous beauty. All kinds of birds, insects, including beautiful dragon flies, frogs, newts, rabbits and hare's. Why is it that to give humans a cleaner future, we first have to destroy nature. Destroy natural beauty? I know things have to change to make way for cleaner energy,.but do we have to destroy nature's natural beauty along the way ? Will what we end up with, be worth it in the end ? Ugly wind turbines spoiling the horizon, and the terrible scars of strip mining ? Not to mention the effects it all has on wildlife. I am glad I am old..I won't be around to see it..I mean that. Maybe I am unknowingly exaggerating it..I truly hope so."
240,240,"15:44 Elon is trying to create short-term memory a.i. brains, basically in a layman’s look at it"
241,241,我喜欢马斯克的分享精神，这可以从他的商业模式中学到很多东西，我和我的团队专门研究了一下，也许很多人无法理解，但只有深入的分析和研究才能真正知道，可以向自己学习，这样他们就可以学到一些概念和思维方式。
242,242,For self driving to work in India you need real world AI and a desire to be on the edge of life 
243,243,America...welcome Elon Musk the King of our future and a genuine good man. Awesome interview! Just great!
244,244,A living example of someone who thinks leagues faster than he speaks lol his words are running into each other. Great to pick his brain!
245,245,"As mankind, unlimited inspiration and imagination are the profound ingredients that makes us move forward with optimism.
Elon is a great example of such a mankind. Respect!"
246,246,"We need to make EV, solar, and wind turbines more affordable if we are going to make the switch. Not to mention the cost of the batteries to store the electricity.."
